AIRPORT,Year,Month,INBOUND DOM,OUTBOUND DOM,INBOUND INTERNAT,OUTBOUND INTERNAT,Domestic Total,International Total
HAMILTON ISLAND,2019,7,19871,20944,0,0,40815,0
HAMILTON ISLAND,2019,8,19838,19645,0,0,39483,0
HAMILTON ISLAND,2019,9,22853,21528,0,0,44381,0
HAMILTON ISLAND,2019,10,22524,24536,0,0,47060,0
HAMILTON ISLAND,2019,11,20579,20977,0,0,41556,0
HAMILTON ISLAND,2019,12,23078,21022,0,0,44100,0
HAMILTON ISLAND,2020,1,22712,25497,0,0,48209,0
HAMILTON ISLAND,2020,2,14231,14505,0,0,28736,0
HAMILTON ISLAND,2020,3,10071,12473,0,0,22544,0
HAMILTON ISLAND,2020,4,0,0,0,0,0,0
HAMILTON ISLAND,2020,5,0,0,0,0,0,0
HAMILTON ISLAND,2020,6,0,0,0,0,0,0
HAMILTON ISLAND,2020,7,254,103,0,0,357,0
HAMILTON ISLAND,2020,8,4259,3940,0,0,8199,0
HAMILTON ISLAND,2020,9,8241,7285,0,0,15526,0
HAMILTON ISLAND,2020,10,8730,9254,0,0,17984,0
HAMILTON ISLAND,2020,11,9643,9220,0,0,18863,0
HAMILTON ISLAND,2020,12,14690,13664,0,0,28354,0
HAMILTON ISLAND,2021,1,10317,12310,0,0,22627,0
HAMILTON ISLAND,2021,2,11631,10806,0,0,22437,0
HAMILTON ISLAND,2021,3,18225,17235,0,0,35460,0
HAMILTON ISLAND,2021,4,20772,20463,0,0,41235,0
HAMILTON ISLAND,2021,5,19954,21048,0,0,41002,0
HAMILTON ISLAND,2021,6,17249,16271,0,0,33520,0
HAMILTON ISLAND,2021,7,10794,13887,0,0,24681,0
HAMILTON ISLAND,2021,8,4340,4691,0,0,9031,0
HAMILTON ISLAND,2021,9,10406,9404,0,0,19810,0
HAMILTON ISLAND,2021,10,11625,12654,0,0,24279,0
HAMILTON ISLAND,2021,11,10789,10601,0,0,21390,0
HAMILTON ISLAND,2021,12,17026,14663,0,0,31689,0
HAMILTON ISLAND,2022,1,14446,16313,0,0,30759,0
HAMILTON ISLAND,2022,2,16502,16129,0,0,32631,0
HAMILTON ISLAND,2022,3,19756,19377,0,0,39133,0
HAMILTON ISLAND,2022,4,22722,22756,0,0,45478,0
HAMILTON ISLAND,2022,5,20748,21417,0,0,42165,0
HAMILTON ISLAND,2022,6,21297,19433,0,0,40730,0
HAMILTON ISLAND,2022,7,22580,24049,0,0,46629,0
HAMILTON ISLAND,2022,8,19831,20154,0,0,39985,0
HAMILTON ISLAND,2022,9,23457,21920,0,0,45377,0
HAMILTON ISLAND,2022,10,23848,25602,0,0,49450,0
HAMILTON ISLAND,2022,11,21402,22093,0,0,43495,0
HAMILTON ISLAND,2022,12,22644,21576,0,0,44220,0
HAMILTON ISLAND,2023,1,22244,25226,0,0,47470,0
HAMILTON ISLAND,2023,2,15672,16084,0,0,31756,0
HAMILTON ISLAND,2023,3,19639,19003,0,0,38642,0
HAMILTON ISLAND,2023,4,21237,21644,0,0,42881,0
HAMILTON ISLAND,2023,5,16799,17715,0,0,34514,0
HAMILTON ISLAND,2023,6,18886,16883,0,0,35769,0
HAMILTON ISLAND,2023,7,20977,22514,0,0,43491,0
HAMILTON ISLAND,2023,8,20181,20074,0,0,40255,0
HAMILTON ISLAND,2023,9,24692,23278,0,0,47970,0
HAMILTON ISLAND,2023,10,22003,24027,0,0,46030,0
HAMILTON ISLAND,2023,11,21715,21567,0,0,43282,0
HAMILTON ISLAND,2023,12,23138,21393,0,0,44531,0
HAMILTON ISLAND,2024,1,19849,22780,0,0,42629,0
HAMILTON ISLAND,2024,2,17969,17826,0,0,35795,0
HAMILTON ISLAND,2024,3,20464,18447,0,0,38911,0
HAMILTON ISLAND,2024,4,18993,20979,0,0,39972,0
HOBART,2009,1,88551,96258,0,0,184809,0
HOBART,2009,2,80226,77967,0,0,158193,0
HOBART,2009,3,85655,88241,0,0,173896,0
HOBART,2009,4,80504,81802,0,0,162306,0
HOBART,2009,5,71580,76766,0,0,148346,0
HOBART,2009,6,67913,64387,0,0,132300,0
HOBART,2009,7,69369,70328,0,0,139697,0
HOBART,2009,8,72844,73169,0,0,146013,0
HOBART,2009,9,77671,73040,0,0,150711,0
HOBART,2009,10,79255,78683,0,0,157938,0
HOBART,2009,11,78141,78185,0,0,156326,0
HOBART,2009,12,85143,78781,0,0,163924,0
HOBART,2010,1,82337,89740,0,0,172077,0
HOBART,2010,2,80480,77113,0,0,157593,0
HOBART,2010,3,83340,84388,0,0,167728,0
HOBART,2010,4,77541,81585,0,0,159126,0
HOBART,2010,5,70607,76458,0,0,147065,0
HOBART,2010,6,70837,66836,0,0,137673,0
HOBART,2010,7,70896,73702,0,0,144598,0
HOBART,2010,8,71393,72567,0,0,143960,0
HOBART,2010,9,79678,71781,0,0,151459,0
HOBART,2010,10,78044,78129,0,0,156173,0
HOBART,2010,11,80259,81028,0,0,161287,0
HOBART,2010,12,97986,85367,0,0,183353,0
HOBART,2011,1,92675,106709,0,0,199384,0
HOBART,2011,2,83321,79592,0,0,162913,0
HOBART,2011,3,87289,90641,0,0,177930,0
HOBART,2011,4,76354,80101,0,0,156455,0
HOBART,2011,5,69370,76509,0,0,145879,0
HOBART,2011,6,60645,59129,0,0,119774,0
HOBART,2011,7,67266,68520,0,0,135786,0
HOBART,2011,8,66258,68792,0,0,135050,0
HOBART,2011,9,74384,66544,0,0,140928,0
HOBART,2011,10,74678,75770,0,0,150448,0
HOBART,2011,11,76263,76813,0,0,153076,0
HOBART,2011,12,89010,78048,0,0,167058,0
HOBART,2012,1,84357,97944,0,0,182301,0
HOBART,2012,2,78675,76620,0,0,155295,0
HOBART,2012,3,81410,84749,0,0,166159,0
HOBART,2012,4,75329,78629,0,0,153958,0
HOBART,2012,5,66036,73834,0,0,139870,0
HOBART,2012,6,69742,64966,0,0,134708,0
HOBART,2012,7,69699,70926,0,0,140625,0
HOBART,2012,8,69350,70866,0,0,140216,0
HOBART,2012,9,82379,73729,0,0,156108,0
HOBART,2012,10,81473,84636,0,0,166109,0
HOBART,2012,11,91650,90863,0,0,182513,0
HOBART,2012,12,108100,93064,0,0,201164,0
HOBART,2013,1,95467,112438,0,0,207905,0
HOBART,2013,2,84575,84478,0,0,169053,0
HOBART,2013,3,96515,95278,0,0,191793,0
HOBART,2013,4,83602,94754,0,0,178356,0
HOBART,2013,5,74986,75030,0,0,150016,0
HOBART,2013,6,71412,71281,0,0,142693,0
HOBART,2013,7,81088,83784,0,0,164872,0
HOBART,2013,8,79622,80027,0,0,159649,0
HOBART,2013,9,81809,78832,0,0,160641,0
HOBART,2013,10,91869,89038,0,0,180907,0
HOBART,2013,11,91192,90315,0,0,181507,0
HOBART,2013,12,108502,95812,0,0,204314,0
HOBART,2014,1,99727,112709,0,0,212436,0
HOBART,2014,2,85952,85280,0,0,171232,0
HOBART,2014,3,94087,98207,0,0,192294,0
HOBART,2014,4,84171,90769,0,0,174940,0
HOBART,2014,5,76390,76964,0,0,153354,0
HOBART,2014,6,75294,75202,0,0,150496,0
HOBART,2014,7,82618,85222,0,0,167840,0
HOBART,2014,8,78837,79802,0,0,158639,0
HOBART,2014,9,81768,78408,0,0,160176,0
HOBART,2014,10,95303,91155,0,0,186458,0
HOBART,2014,11,94398,94140,0,0,188538,0
HOBART,2014,12,112735,98843,0,0,211578,0
HOBART,2015,1,105456,120299,0,0,225755,0
HOBART,2015,2,94081,91925,0,0,186006,0
HOBART,2015,3,97209,101984,0,0,199193,0
HOBART,2015,4,89654,94013,0,0,183667,0
HOBART,2015,5,79587,82903,0,0,162490,0
HOBART,2015,6,78217,77801,0,0,156018,0
HOBART,2015,7,84845,88470,0,0,173315,0
HOBART,2015,8,80594,80957,0,0,161551,0
HOBART,2015,9,86809,83347,0,0,170156,0
HOBART,2015,10,99361,94374,0,0,193735,0
HOBART,2015,11,99925,99671,0,0,199596,0
HOBART,2015,12,119726,107224,0,0,226950,0
HOBART,2016,1,108012,124464,0,0,232476,0
HOBART,2016,2,97978,97936,0,0,195914,0
HOBART,2016,3,104741,107306,0,0,212047,0
HOBART,2016,4,94140,102924,0,0,197064,0
HOBART,2016,5,86020,90531,0,0,176551,0
HOBART,2016,6,86667,86917,0,0,173584,0
HOBART,2016,7,90828,92811,0,0,183639,0
HOBART,2016,8,83265,85213,0,0,168478,0
HOBART,2016,9,94732,90362,0,0,185094,0
HOBART,2016,10,104258,101159,0,0,205417,0
HOBART,2016,11,103495,103545,0,0,207040,0
HOBART,2016,12,127433,113400,0,0,240833,0
HOBART,2017,1,118191,132076,0,0,250267,0
HOBART,2017,2,103325,102059,0,0,205384,0
HOBART,2017,3,107501,111737,0,0,219238,0
HOBART,2017,4,104746,109772,0,0,214518,0
HOBART,2017,5,88382,92193,0,0,180575,0
HOBART,2017,6,90673,89636,0,0,180309,0
HOBART,2017,7,99196,102431,0,0,201627,0
HOBART,2017,8,87387,87859,0,0,175246,0
HOBART,2017,9,97992,91468,0,0,189460,0
HOBART,2017,10,108902,108200,0,0,217102,0
HOBART,2017,11,110717,110395,0,0,221112,0
HOBART,2017,12,135137,120368,0,0,255505,0
HOBART,2018,1,125218,141366,0,0,266584,0
HOBART,2018,2,113258,109757,0,0,223015,0
HOBART,2018,3,123639,124859,0,0,248498,0
HOBART,2018,4,111145,118749,0,0,229894,0
HOBART,2018,5,90232,93341,0,0,183573,0
HOBART,2018,6,91837,92643,0,0,184480,0
HOBART,2018,7,106020,106872,0,0,212892,0
HOBART,2018,8,94063,94842,0,0,188905,0
HOBART,2018,9,101772,96920,0,0,198692,0
HOBART,2018,10,118753,117015,0,0,235768,0
HOBART,2018,11,119996,117668,0,0,237664,0
HOBART,2018,12,141828,124835,0,0,266663,0
HOBART,2019,1,130366,147840,0,0,278206,0
HOBART,2019,2,118030,113881,0,0,231911,0
HOBART,2019,3,120100,123918,0,0,244018,0
HOBART,2019,4,114959,119517,0,0,234476,0
HOBART,2019,5,95801,98915,0,0,194716,0
HOBART,2019,6,100817,100831,0,0,201648,0
HOBART,2019,7,109278,111707,0,0,220985,0
HOBART,2019,8,101185,101926,0,0,203111,0
HOBART,2019,9,108777,103743,0,0,212520,0
HOBART,2019,10,121894,119785,0,0,241679,0
HOBART,2019,11,123885,123263,0,0,247148,0
HOBART,2019,12,144019,127302,0,0,271321,0
HOBART,2020,1,135552,149565,0,0,285117,0
HOBART,2020,2,115076,113163,0,0,228239,0
HOBART,2020,3,72088,80867,0,0,152955,0
HOBART,2020,4,780,1341,0,0,2121,0
HOBART,2020,5,1263,2003,0,0,3266,0
HOBART,2020,6,2302,3099,0,0,5401,0
HOBART,2020,7,2840,3618,0,0,6458,0
HOBART,2020,8,2400,3050,0,0,5450,0
HOBART,2020,9,2423,2660,0,0,5083,0
HOBART,2020,10,4246,4699,0,0,8945,0
HOBART,2020,11,23926,21419,0,0,45345,0
HOBART,2020,12,72103,59180,0,0,131283,0
HOBART,2021,1,59922,70307,0,0,130229,0
HOBART,2021,2,50326,48098,0,0,98424,0
HOBART,2021,3,76227,77215,0,0,153442,0
HOBART,2021,4,93921,96316,137,183,190237,320
HOBART,2021,5,74074,79535,488,562,153609,1050
HOBART,2021,6,56217,52554,689,702,108771,1391
HOBART,2021,7,38053,44465,833,886,82518,1719
HOBART,2021,8,17404,18076,0,0,35480,0
HOBART,2021,9,25466,24138,0,0,49604,0
HOBART,2021,10,27175,26525,0,0,53700,0
HOBART,2021,11,32624,32982,0,0,65606,0
HOBART,2021,12,78179,61490,0,0,139669,0
HOBART,2022,1,70894,85446,0,0,156340,0
HOBART,2022,2,66138,64432,0,0,130570,0
HOBART,2022,3,86896,89061,0,0,175957,0
HOBART,2022,4,113765,118659,0,0,232424,0
HOBART,2022,5,93746,96842,0,0,190588,0
HOBART,2022,6,97517,93865,0,0,191382,0
HOBART,2022,7,97861,105202,753,716,203063,1469
HOBART,2022,8,85422,84173,547,565,169595,1112
HOBART,2022,9,95823,90097,947,904,185920,1851
HOBART,2022,10,103985,102869,1508,1468,206854,2976
HOBART,2022,11,106859,106469,1778,1801,213328,3579
HOBART,2022,12,123479,109511,1730,1810,232990,3540
HOBART,2023,1,117108,131344,2065,1997,248452,4062
HOBART,2023,2,106003,103872,1576,1483,209875,3059
HOBART,2023,3,114440,117129,1813,1830,231569,3643
HOBART,2023,4,105358,110247,1788,1848,215605,3636
HOBART,2023,5,92852,97147,905,965,189999,1870
HOBART,2023,6,98820,93843,812,847,192663,1659
HOBART,2023,7,95521,102655,808,873,198176,1681
HOBART,2023,8,92652,91560,722,691,184212,1413
HOBART,2023,9,101661,96216,907,889,197877,1796
HOBART,2023,10,112922,111912,1328,1307,224834,2635
HOBART,2023,11,113296,111212,1884,1970,224508,3854
HOBART,2023,12,139047,122697,1297,1310,261744,2607
HOBART,2024,1,131225,145439,1529,1606,276664,3135
HOBART,2024,2,117233,114579,1944,1970,231812,3914
HOBART,2024,3,122225,121583,1992,2175,243808,4167
HOBART,2024,4,110250,118400,275,281,228650,556
KARRATHA,2009,1,19832,15380,0,0,35212,0
KARRATHA,2009,2,18104,18605,0,0,36709,0
KARRATHA,2009,3,21324,19676,0,0,41000,0
KARRATHA,2009,4,21474,21891,0,0,43365,0
KARRATHA,2009,5,21794,22334,0,0,44128,0
KARRATHA,2009,6,22665,22113,0,0,44778,0
KARRATHA,2009,7,23748,24514,0,0,48262,0
KARRATHA,2009,8,23605,23680,0,0,47285,0
KARRATHA,2009,9,25126,25334,0,0,50460,0
KARRATHA,2009,10,25428,26222,0,0,51650,0
KARRATHA,2009,11,25346,24944,0,0,50290,0
KARRATHA,2009,12,19846,26184,0,0,46030,0
KARRATHA,2010,1,24349,19774,0,0,44123,0
KARRATHA,2010,2,22216,22442,0,0,44658,0
KARRATHA,2010,3,26812,26767,0,0,53579,0
KARRATHA,2010,4,24569,24978,0,0,49547,0
KARRATHA,2010,5,25101,25006,0,0,50107,0
KARRATHA,2010,6,25089,26131,0,0,51220,0
KARRATHA,2010,7,27369,28283,0,0,55652,0
KARRATHA,2010,8,26944,27139,0,0,54083,0
KARRATHA,2010,9,27025,28665,0,0,55690,0
KARRATHA,2010,10,29327,29400,0,0,58727,0
KARRATHA,2010,11,29171,28616,0,0,57787,0
KARRATHA,2010,12,22220,31415,0,0,53635,0
KARRATHA,2011,1,29255,21348,0,0,50603,0
KARRATHA,2011,2,25213,24858,0,0,50071,0
KARRATHA,2011,3,31078,29797,0,0,60875,0
KARRATHA,2011,4,27897,29468,0,0,57365,0
KARRATHA,2011,5,31295,30395,0,0,61690,0
KARRATHA,2011,6,29391,29639,0,0,59030,0
KARRATHA,2011,7,33496,34124,0,0,67620,0
KARRATHA,2011,8,34720,34325,0,0,69045,0
KARRATHA,2011,9,32822,34030,0,0,66852,0
KARRATHA,2011,10,32702,32386,0,0,65088,0
KARRATHA,2011,11,36031,34173,0,0,70204,0
KARRATHA,2011,12,25815,36053,0,0,61868,0
KARRATHA,2012,1,35138,26597,0,0,61735,0
KARRATHA,2012,2,32776,31847,0,0,64623,0
KARRATHA,2012,3,33169,34540,0,0,67709,0
KARRATHA,2012,4,32696,32413,0,0,65109,0
KARRATHA,2012,5,35798,35628,0,0,71426,0
KARRATHA,2012,6,33144,33878,0,0,67022,0
KARRATHA,2012,7,36532,35987,0,0,72519,0
KARRATHA,2012,8,35698,37034,0,0,72732,0
KARRATHA,2012,9,33535,34048,0,0,67583,0
KARRATHA,2012,10,38291,37031,0,0,75322,0
KARRATHA,2012,11,35586,35948,0,0,71534,0
KARRATHA,2012,12,26940,34161,0,0,61101,0
KARRATHA,2013,1,36313,28259,0,0,64572,0
KARRATHA,2013,2,28156,28674,0,0,56830,0
KARRATHA,2013,3,34364,33386,0,0,67750,0
KARRATHA,2013,4,35446,34139,0,0,69585,0
KARRATHA,2013,5,35926,36065,0,0,71991,0
KARRATHA,2013,6,30804,33201,0,0,64005,0
KARRATHA,2013,7,35629,34747,0,0,70376,0
KARRATHA,2013,8,30780,32734,0,0,63514,0
KARRATHA,2013,9,29965,30836,0,0,60801,0
KARRATHA,2013,10,33486,32649,0,0,66135,0
KARRATHA,2013,11,29816,30343,0,0,60159,0
KARRATHA,2013,12,23416,31481,0,0,54897,0
KARRATHA,2014,1,32683,25686,0,0,58369,0
KARRATHA,2014,2,27868,27687,0,0,55555,0
KARRATHA,2014,3,29871,29163,0,0,59034,0
KARRATHA,2014,4,30455,29751,0,0,60206,0
KARRATHA,2014,5,30029,31630,0,0,61659,0
KARRATHA,2014,6,28853,28240,0,0,57093,0
KARRATHA,2014,7,31443,31190,0,0,62633,0
KARRATHA,2014,8,29933,30828,0,0,60761,0
KARRATHA,2014,9,29929,30501,0,0,60430,0
KARRATHA,2014,10,32016,32760,0,0,64776,0
KARRATHA,2014,11,28528,28860,0,0,57388,0
KARRATHA,2014,12,22578,29886,0,0,52464,0
KARRATHA,2015,1,27371,21795,0,0,49166,0
KARRATHA,2015,2,23907,24807,0,0,48714,0
KARRATHA,2015,3,25836,25992,0,0,51828,0
KARRATHA,2015,4,26116,26467,0,0,52583,0
KARRATHA,2015,5,25042,25160,0,0,50202,0
KARRATHA,2015,6,24647,25348,0,0,49995,0
KARRATHA,2015,7,27639,27574,0,0,55213,0
KARRATHA,2015,8,25386,24763,0,0,50149,0
KARRATHA,2015,9,25376,26444,0,0,51820,0
KARRATHA,2015,10,26024,25986,0,0,52010,0
KARRATHA,2015,11,25465,24652,0,0,50117,0
KARRATHA,2015,12,20550,25239,0,0,45789,0
KARRATHA,2016,1,21683,18456,0,0,40139,0
KARRATHA,2016,2,20037,19143,0,0,39180,0
KARRATHA,2016,3,21020,21745,0,0,42765,0
KARRATHA,2016,4,20794,21126,0,0,41920,0
KARRATHA,2016,5,23696,22587,0,0,46283,0
KARRATHA,2016,6,20235,21159,0,0,41394,0
KARRATHA,2016,7,20847,20392,0,0,41239,0
KARRATHA,2016,8,21137,20783,0,0,41920,0
KARRATHA,2016,9,20716,20875,0,0,41591,0
KARRATHA,2016,10,21361,19801,0,0,41162,0
KARRATHA,2016,11,21485,20519,0,0,42004,0
KARRATHA,2016,12,15435,19862,0,0,35297,0
KARRATHA,2017,1,19267,15565,0,0,34832,0
KARRATHA,2017,2,16771,16556,0,0,33327,0
KARRATHA,2017,3,19207,19750,0,0,38957,0
KARRATHA,2017,4,17755,17832,0,0,35587,0
KARRATHA,2017,5,20502,19185,0,0,39687,0
KARRATHA,2017,6,19009,19354,0,0,38363,0
KARRATHA,2017,7,18287,18243,0,0,36530,0
KARRATHA,2017,8,18683,18913,0,0,37596,0
KARRATHA,2017,9,17037,18248,0,0,35285,0
KARRATHA,2017,10,19576,18571,0,0,38147,0
KARRATHA,2017,11,18517,19014,0,0,37531,0
KARRATHA,2017,12,14755,18450,0,0,33205,0
KARRATHA,2018,1,18381,15119,0,0,33500,0
KARRATHA,2018,2,16207,16221,0,0,32428,0
KARRATHA,2018,3,17697,18856,0,0,36553,0
KARRATHA,2018,4,18165,17789,0,0,35954,0
KARRATHA,2018,5,19779,19469,0,0,39248,0
KARRATHA,2018,6,18066,18853,0,0,36919,0
KARRATHA,2018,7,20535,19601,0,0,40136,0
KARRATHA,2018,8,19304,20876,0,0,40180,0
KARRATHA,2018,9,17771,18959,0,0,36730,0
KARRATHA,2018,10,20349,19233,0,0,39582,0
KARRATHA,2018,11,18693,19284,0,0,37977,0
KARRATHA,2018,12,14547,17695,0,0,32242,0
KARRATHA,2019,1,19400,16331,0,0,35731,0
KARRATHA,2019,2,16700,17111,0,0,33811,0
KARRATHA,2019,3,17479,17698,0,0,35177,0
KARRATHA,2019,4,20502,19057,0,0,39559,0
KARRATHA,2019,5,19119,20624,0,0,39743,0
KARRATHA,2019,6,18533,18505,0,0,37038,0
KARRATHA,2019,7,21722,20762,0,0,42484,0
KARRATHA,2019,8,19737,21258,0,0,40995,0
KARRATHA,2019,9,20725,21035,0,0,41760,0
KARRATHA,2019,10,21900,21470,0,0,43370,0
KARRATHA,2019,11,20063,20591,0,0,40654,0
KARRATHA,2019,12,16792,20784,0,0,37576,0
KARRATHA,2020,1,21219,17595,0,0,38814,0
KARRATHA,2020,2,17774,17772,0,0,35546,0
KARRATHA,2020,3,13511,14175,0,0,27686,0
KARRATHA,2020,4,1530,1737,0,0,3267,0
KARRATHA,2020,5,1356,1295,0,0,2651,0
KARRATHA,2020,6,3414,3651,0,0,7065,0
KARRATHA,2020,7,7827,8130,0,0,15957,0
KARRATHA,2020,8,10688,9863,0,0,20551,0
KARRATHA,2020,9,14534,15897,0,0,30431,0
KARRATHA,2020,10,15131,16649,0,0,31780,0
KARRATHA,2020,11,15377,14915,0,0,30292,0
KARRATHA,2020,12,12869,16262,0,0,29131,0
KARRATHA,2021,1,14342,12861,0,0,27203,0
KARRATHA,2021,2,10817,10429,0,0,21246,0
KARRATHA,2021,3,17276,17120,0,0,34396,0
KARRATHA,2021,4,16465,16259,0,0,32724,0
KARRATHA,2021,5,18338,17735,0,0,36073,0
KARRATHA,2021,6,18619,18578,0,0,37197,0
KARRATHA,2021,7,18163,19152,0,0,37315,0
KARRATHA,2021,8,19918,19057,0,0,38975,0
KARRATHA,2021,9,19629,21612,0,0,41241,0
KARRATHA,2021,10,20141,20175,0,0,40316,0
KARRATHA,2021,11,20455,20392,0,0,40847,0
KARRATHA,2021,12,15836,19532,0,0,35368,0
KARRATHA,2022,1,17716,14557,0,0,32273,0
KARRATHA,2022,2,15234,15558,0,0,30792,0
KARRATHA,2022,3,18011,18331,0,0,36342,0
KARRATHA,2022,4,19106,18921,0,0,38027,0
KARRATHA,2022,5,20102,20666,0,0,40768,0
KARRATHA,2022,6,22178,22418,0,0,44596,0
KARRATHA,2022,7,22417,22435,0,0,44852,0
KARRATHA,2022,8,24231,24582,0,0,48813,0
KARRATHA,2022,9,22097,23867,0,0,45964,0
KARRATHA,2022,10,23665,22626,0,0,46291,0
KARRATHA,2022,11,23203,23462,0,0,46665,0
KARRATHA,2022,12,16595,22025,0,0,38620,0
KARRATHA,2023,1,21993,17416,0,0,39409,0
KARRATHA,2023,2,19746,19880,0,0,39626,0
KARRATHA,2023,3,22296,23103,0,0,45399,0
KARRATHA,2023,4,20923,20892,0,0,41815,0
KARRATHA,2023,5,24409,23182,0,0,47591,0
KARRATHA,2023,6,22882,23806,0,0,46688,0
KARRATHA,2023,7,23656,23968,0,0,47624,0
KARRATHA,2023,8,24946,25080,0,0,50026,0
KARRATHA,2023,9,22499,24610,0,0,47109,0
KARRATHA,2023,10,25498,24074,0,0,49572,0
KARRATHA,2023,11,24535,25294,0,0,49829,0
KARRATHA,2023,12,18700,23692,0,0,42392,0
KARRATHA,2024,1,25231,20180,0,0,45411,0
KARRATHA,2024,2,21322,22170,0,0,43492,0
KARRATHA,2024,3,24072,24751,0,0,48823,0
KARRATHA,2024,4,25844,23824,0,0,49668,0
LAUNCESTON,2009,1,53276,56926,0,0,110202,0
LAUNCESTON,2009,2,47357,45645,0,0,93002,0
LAUNCESTON,2009,3,52117,53080,0,0,105197,0
LAUNCESTON,2009,4,48103,49058,0,0,97161,0
LAUNCESTON,2009,5,43724,46111,0,0,89835,0
LAUNCESTON,2009,6,43558,41178,0,0,84736,0
LAUNCESTON,2009,7,43009,45005,0,0,88014,0
LAUNCESTON,2009,8,44205,44814,0,0,89019,0
LAUNCESTON,2009,9,47148,44062,0,0,91210,0
LAUNCESTON,2009,10,47088,47112,0,0,94200,0
LAUNCESTON,2009,11,47334,47558,0,0,94892,0
LAUNCESTON,2009,12,51720,47186,0,0,98906,0
LAUNCESTON,2010,1,50233,55774,0,0,106007,0
LAUNCESTON,2010,2,47867,46638,0,0,94505,0
LAUNCESTON,2010,3,49830,50951,0,0,100781,0
LAUNCESTON,2010,4,49145,50974,0,0,100119,0
LAUNCESTON,2010,5,42635,45994,0,0,88629,0
LAUNCESTON,2010,6,43695,41349,0,0,85044,0
LAUNCESTON,2010,7,43396,45798,0,0,89194,0
LAUNCESTON,2010,8,44292,44645,0,0,88937,0
LAUNCESTON,2010,9,48145,43768,0,0,91913,0
LAUNCESTON,2010,10,48334,49055,0,0,97389,0
LAUNCESTON,2010,11,48816,48567,0,0,97383,0
LAUNCESTON,2010,12,63578,54488,0,0,118066,0
LAUNCESTON,2011,1,53384,62199,0,0,115583,0
LAUNCESTON,2011,2,48468,46666,0,0,95134,0
LAUNCESTON,2011,3,52074,54657,0,0,106731,0
LAUNCESTON,2011,4,48024,48508,0,0,96532,0
LAUNCESTON,2011,5,41123,44856,0,0,85979,0
LAUNCESTON,2011,6,37192,36323,0,0,73515,0
LAUNCESTON,2011,7,41920,42708,0,0,84628,0
LAUNCESTON,2011,8,41809,43353,0,0,85162,0
LAUNCESTON,2011,9,46117,40861,0,0,86978,0
LAUNCESTON,2011,10,45806,45459,0,0,91265,0
LAUNCESTON,2011,11,48217,48249,0,0,96466,0
LAUNCESTON,2011,12,59112,48529,0,0,107641,0
LAUNCESTON,2012,1,51723,62066,0,0,113789,0
LAUNCESTON,2012,2,47758,45556,0,0,93314,0
LAUNCESTON,2012,3,49930,51415,0,0,101345,0
LAUNCESTON,2012,4,47943,49440,0,0,97383,0
LAUNCESTON,2012,5,40869,46309,0,0,87178,0
LAUNCESTON,2012,6,43447,41580,0,0,85027,0
LAUNCESTON,2012,7,41448,42325,0,0,83773,0
LAUNCESTON,2012,8,43558,44731,0,0,88289,0
LAUNCESTON,2012,9,51735,45363,0,0,97098,0
LAUNCESTON,2012,10,48500,50236,0,0,98736,0
LAUNCESTON,2012,11,54220,53079,0,0,107299,0
LAUNCESTON,2012,12,64723,54319,0,0,119042,0
LAUNCESTON,2013,1,59195,68212,0,0,127407,0
LAUNCESTON,2013,2,51614,49824,0,0,101438,0
LAUNCESTON,2013,3,58097,57203,0,0,115300,0
LAUNCESTON,2013,4,53606,58484,0,0,112090,0
LAUNCESTON,2013,5,44115,45232,0,0,89347,0
LAUNCESTON,2013,6,42376,40518,0,0,82894,0
LAUNCESTON,2013,7,48884,51918,0,0,100802,0
LAUNCESTON,2013,8,47701,46349,0,0,94050,0
LAUNCESTON,2013,9,46688,46155,0,0,92843,0
LAUNCESTON,2013,10,56585,53950,0,0,110535,0
LAUNCESTON,2013,11,52468,51856,0,0,104324,0
LAUNCESTON,2013,12,67666,58449,0,0,126115,0
LAUNCESTON,2014,1,63827,71154,0,0,134981,0
LAUNCESTON,2014,2,52717,51591,0,0,104308,0
LAUNCESTON,2014,3,57992,59751,0,0,117743,0
LAUNCESTON,2014,4,53633,57336,0,0,110969,0
LAUNCESTON,2014,5,47347,48323,0,0,95670,0
LAUNCESTON,2014,6,47550,46394,0,0,93944,0
LAUNCESTON,2014,7,47391,49829,0,0,97220,0
LAUNCESTON,2014,8,44931,45508,0,0,90439,0
LAUNCESTON,2014,9,48691,46829,0,0,95520,0
LAUNCESTON,2014,10,55493,54135,0,0,109628,0
LAUNCESTON,2014,11,56824,54527,0,0,111351,0
LAUNCESTON,2014,12,67721,59688,0,0,127409,0
LAUNCESTON,2015,1,61786,69331,0,0,131117,0
LAUNCESTON,2015,2,53435,51643,0,0,105078,0
LAUNCESTON,2015,3,57484,59583,0,0,117067,0
LAUNCESTON,2015,4,52216,55380,0,0,107596,0
LAUNCESTON,2015,5,46677,48225,0,0,94902,0
LAUNCESTON,2015,6,42671,42200,0,0,84871,0
LAUNCESTON,2015,7,49223,51910,0,0,101133,0
LAUNCESTON,2015,8,46105,45411,0,0,91516,0
LAUNCESTON,2015,9,47215,46412,0,0,93627,0
LAUNCESTON,2015,10,56542,53452,0,0,109994,0
LAUNCESTON,2015,11,58767,57575,0,0,116342,0
LAUNCESTON,2015,12,70521,62644,0,0,133165,0
LAUNCESTON,2016,1,63517,72206,0,0,135723,0
